ILCE_UAVT,ILCE_ADI,ADI,ALT_KATEGORI,ADRES,TELEFON,WEBSITESI,ACIL_SERVIS,YATAK,AMBULANS,MAHALLE,ENLEM,BOYLAM
1183,BEÞÝKTAÞ,Ada Veteriner Kliniði,Veteriner,Sülün Sk. No:14 LEVENT/BEÞÝKTAÞ,0212 324 67 32 - 33,www.adaveteriner.com,,0,Yok,LEVENT,41.07735656500006,29.019492709000076
1183,BEÞÝKTAÞ,Sarýyer 3 Nolu Acil Yardým Ýstasyonu,Acil Yardým Ýstasyonu,Þehitlikdergahý Sk. No:36D BEBEK/BEÞÝKTAÞ,112,www.istanbulsaglik.gov.tr,Yok,3,Var,BEBEK,41.08408200000008,29.05340700100004
1810,KAÐITHANE,Turgay Optik,Optik,Sultan Selim Cad. No:30 SULTAN SELÝM/KAÐITHANE,0212 268 74 68,,,,,SULTAN SELÝM,41.09069466100004,29.00313668700005
1327,FATÝH,Özel Redline Kardiyoloji Merkezi,Klinikler,Turgut Özal Millet Cad. No:113 ÞEHREMÝNÝ/FATÝH,0212 587 78 78,www.redlinekardiyoloji.com,,0,Yok,ÞEHREMÝNÝ,41.01454560800005,28.934171528000036
1663,ÞÝÞLÝ,Özel Anatomica Týp Merkezi,Týp Merkezi Özel,Mevlüt Pehlivan Sk. No:19 FULYA/ÞÝÞLÝ,0212 217 50 00,www.anatomica.com.tr,Var,7,Yok,FULYA,41.063890522000065,29.001126182000064
1327,FATÝH,Özel Onur Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Mýhçýlar Cad. No:58 ZEYREK/FATÝH,0212 523 81 92,,,,,ZEYREK,41.01898874400007,28.95295015100004
1327,FATÝH,Kocamustafa Paþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hacý Kadýn Cad. No:15 KOCA MUSTAFAPAÞA/FATÝH,0212 589 20 51,,Yok,0,,KOCA MUSTAFAPAÞA,41.00268393700003,28.93032522200008
1327,FATÝH,Küçük Mustafa Paþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Müstantik Cad. No:2/1 YAVUZ SULTAN SELÝM/FATÝH,0212 532 29 39,,Yok,0,,YAVUZ SULTAN SELÝM,41.02548805200007,28.95734091500003
1327,FATÝH,Kasým Gürani Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hacý Ýsa Çýkmazý No: AYVANSARAY/FATÝH,0212 523 32 22,,Yok,0,,AYVANSARAY,41.03264046100003,28.943673838000052
1327,FATÝH,Özel Net Patoloji Laboratuvarý,Laboratuvar Özel,Turgut Özal Millet Cad. No:135 ÞEHREMÝNÝ/FATÝH,0212 633 36 32,www.netpatoloji.net,,,,ÞEHREMÝNÝ,41.01534326600006,28.932521330000043
1327,FATÝH,Özel Çapa Hastanesi Diyaliz Merkezi,Diyaliz Merkezi Özel,Necip Asým Sk. No:23 ÞEHREMÝNÝ/FATÝH,0212 530 58 00,www.capahastanesi.com,,,Var,ÞEHREMÝNÝ,41.01333621400005,28.934014924000053
1327,FATÝH,Yusuf Ortopedi Medikal,Medikal,Deniz Abdal Camii Sk. No:8 ÞEHREMÝNÝ/FATÝH,,,,,,ÞEHREMÝNÝ,41.01481062100004,28.932335669000054
1327,FATÝH,Ýmrahor Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Atik Hamamý Sk. No:15 KOCA MUSTAFAPAÞA/FATÝH,0212 587 31 36,,Yok,0,,KOCA MUSTAFAPAÞA,40.996426556000074,28.928987668000048
1327,FATÝH,Özel Artý Protez Ortez Üretim ve Uygulama Merkezi,Protez-Ortez Yapým ve Uygulama Merkezi Özel,Necip Asým Sk. No:4 ÞEHREMÝNÝ/FATÝH,0212 529 03 80,www.artiortopedi.com,,,,ÞEHREMÝNÝ,41.01415461200003,28.934505235000074
1327,FATÝH,MG Medikal,Medikal,Deniz Abdal Camii Sk. No:10 ÞEHREMÝNÝ/FATÝH,0212 632 38 37,,,,,ÞEHREMÝNÝ,41.01476589600003,28.93229285900003
2005,BAHÇELÝEVLER,Venüs Optik,Optik,Neyire Neyir Sk. No:35 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 644 07 31,,,,,BAHÇELÝEVLER,41.001193941000054,28.870895767000036
2005,BAHÇELÝEVLER,Diþ Hekimi Ayten Demirci Güleç,Muayenehane,Çamlýk Cad. No:7 SÝYAVUÞPAÞA/BAHÇELÝEVLER,0212 441 93 45,,,,,SÝYAVUÞPAÞA,40.99922347200004,28.857559562000063
2005,BAHÇELÝEVLER,Ýç Hastalýklarý Uzmaný Dr. Günel Yýlmaz,Muayenehane,Ýzzettin Çalýþlar Cad. No:28 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 557 62 72,,,,,BAHÇELÝEVLER,41.00191803000007,28.870380186000034
1604,SARIYER,Petlife Veteriner Kliniði,Veteriner,Dereiçi Sk. No:35 TARABYA/SARIYER,0212 262 99 85,,,0,Yok,TARABYA,41.13681188900006,29.052381512000068
1622,SÝLÝVRÝ,Akçil Kardeþler Huzurevi,Huzurevi,Yelken Çýkmazý No:10 CUMHURÝYET/SÝLÝVRÝ,0212 727 77 27,www.gmevhuzurevi.com,,,Yok,CUMHURÝYET,41.06722565300004,28.262855252000065
1604,SARIYER,Hikmet Büyükkuþoðlu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Türkan Þoray Sk. RUMELÝ HÝSARI/SARIYER,0212 257 59 84,,Yok,0,,RUMELÝ HÝSARI,41.08776663500004,29.045615294000072
2005,BAHÇELÝEVLER,Bahçelievler 4 Nolu Acil Saðlýk Hizmetleri Ýstasyonu,Acil Yardým Ýstasyonu,Kýmýz Sk. No:1/1 FEVZÝ ÇAKMAK/BAHÇELÝEVLER,0212 551 48 78,www.istanbulsaglik.gov.tr,Yok,3,Var,FEVZÝ ÇAKMAK,40.99335244700006,28.829632081000057
1336,GAZÝOSMANPAÞA,Gazi Optik,Optik,Salihpaþa Cad. No:49 MERKEZ/GAZÝOSMANPAÞA,0212 563 72 82,,,,,MERKEZ,41.05775055700008,28.911946940000064
1183,BEÞÝKTAÞ,Animallia Veteriner Kliniði,Veteriner,Arnavutköy Yolu No:36 KÜLTÜR/BEÞÝKTAÞ,0212 287 70 35,www.animallia.com,,0,Yok,KÜLTÜR,41.07559013800005,29.034545251000054
1183,BEÞÝKTAÞ,Pati-Pata Veteriner Kliniði,Veteriner,Yýldýzçiçeði Sk. No:12 ETÝLER/BEÞÝKTAÞ,0212 257 00 41,,,0,Yok,ETÝLER,41.08093582600003,29.03135101400005
1604,SARIYER,Ýstinye Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Doktor Hilmi Alantar Sk. No:44 ÝSTÝNYE/SARIYER,0212 323 63 01,,Yok,0,,ÝSTÝNYE,41.11516106000005,29.056850559000054
1708,ÜSKÜDAR,Kuzguncuk Ethem Arutan Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýcadiye Cad. No:104 ÝCADÝYE/ÜSKÜDAR,0216 310 88 77,,Yok,0,,ÝCADÝYE,41.03172170100004,29.032948248000025
1421,KADIKÖY,Mamacý Petshop,Veteriner,Fýrýn Sk. No:34 ERENKÖY/KADIKÖY,0216 467 23 55,www.mamacipetshop.com,,0,Yok,ERENKÖY,40.972792999000035,29.07468700000004
1183,BEÞÝKTAÞ,Planet Pet Veteriner Kliniði,Veteriner,Süleymanbey Sk. No:11 GAYRETTEPE/BEÞÝKTAÞ,0212 267 40 69 - 70,www.planetpetvet.com,,0,Yok,GAYRETTEPE,41.065393537000034,29.006625894000024
1663,ÞÝÞLÝ,Özel Niþantaþý Hastanesi ,Özel Hastane,Fulya Sk. No:6 TEÞVÝKÝYE/ÞÝÞLÝ,0212 246 29 03,www.nisantasihastanesi.com.tr,Var,39,Var,TEÞVÝKÝYE,41.05473518800005,28.99608402900003
1663,ÞÝÞLÝ,Petito Veteriner Kliniði,Veteriner,Reha Yurdakul Sk. No:5 MERKEZ/ÞÝÞLÝ,0212 241 24 69,www.petitovet.com,,0,Yok,MERKEZ,41.063607422000075,28.98667437000006
1421,KADIKÖY,Atlas Optik,Optik,Sarayardý Cad. No:24 ACIBADEM/KADIKÖY,0216 340 20 90,,,,,ACIBADEM,40.99754559300004,29.032836803000066
1823,KÜÇÜKÇEKMECE,Özel Avrupa Göz Merkezi Küçükçekmece,Göz Merkezi Özel,1012. Sk. No:3 YEÞÝLOVA/KÜÇÜKÇEKMECE,0850 520 00 00,www.avrupagoz.com.tr,,0,,YEÞÝLOVA,40.988205219000065,28.790427659000045
2005,BAHÇELÝEVLER,Özel FMC Ýstanbul Bahçelievler Hemodiyaliz Merkezi,Diyaliz Merkezi Özel,Çay Çiçeði Sk. No:44 BAHÇELÝEVLER/BAHÇELÝEVLER,0212 441 84 22,www.nephrocare.com.tr,,,Yok,BAHÇELÝEVLER,40.998195475000045,28.865718036000032
1604,SARIYER,Özel DentGroup Aðýz ve Diþ Saðlýðý Polikliniði Maslak ,Özel Aðýz Diþ Saðlýðý Merkezleri,Büyükdere Cad. No:241 MASLAK/SARIYER,0212 276 06 76,www.dentgroup.com.tr,,,,MASLAK,41.111283214000025,29.024788115000035
1604,SARIYER,Diþ Hekimi Tugay Barýþ,Muayenehane,Mustafa Kemal Atatürk Cad. No:59B AYAZAÐA/SARIYER,0212 289 31 84,,,,,AYAZAÐA,41.11530600000003,28.998356000000058
1604,SARIYER,Diþ Hekimi Ýlhan Ýþler,Muayenehane,Þehit Mithat Yýlmaz Cad. No:43 MERKEZ/SARIYER,0212 242 22 04,,,,,SARIYER MERKEZ,41.168967577000046,29.055430502000036
1421,KADIKÖY,Özel Echomar Görüntüleme ve Laboratuvarý Merkezi,Görüntüleme Merkezi Özel,Ressam Salih Erimez Cad. No:1 MERDÝVENKÖY/KADIKÖY,0216 566 85 91,www.echomar.com,,,,MERDÝVENKÖY,40.98396351000008,29.061392934000025
1183,BEÞÝKTAÞ,Semt Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Bostancý Veli Sk. No:3 CÝHANNÜMA/BEÞÝKTAÞ,0212 258 70 90,,Yok,0,,CÝHANNÜMA,41.046309337000025,29.006963936000034
1421,KADIKÖY,Özel DentGroup Aðýz ve Diþ Saðlýðý Polikliniði Baðdat Caddesi,Özel Aðýz Diþ Saðlýðý Merkezleri,Baðdat Cad. No:2A CADDEBOSTAN/KADIKÖY,0216 356 69 15,www.dentgroup.com.tr,,,,CADDEBOSTAN,40.96680753900006,29.067653888000052
1186,BEYOÐLU,Türk Kýzýlayý Beyoðlu Þubesi,Kýzýlay,Çaydanlýk Sk. No:31 CAMÝÝKEBÝR/BEYOÐLU,0212 235 88 66,www.kizilay.org.tr,,,Yok,CAMÝÝKEBÝR,41.03398389700004,28.966169652000076
1604,SARIYER,Diþ Hekimi Filiz Uzun,Muayenehane,132. Sk. No:19 AYAZAÐA/SARIYER,0212 322 26 32,,,,,AYAZAÐA,41.11509202700006,28.997883014000024
1708,ÜSKÜDAR,Üsküdar Devlet Hastanesi Çamlýca Semt Polikliniði,Poliklinik,Ferah Cad. No:40 KISIKLI/ÜSKÜDAR,0216 481 12 98 - 0216 481 17 03,www.sbgoztepehastanesi.gov.tr,Yok,0,,KISIKLI,41.02736059000006,29.074995584000078
1708,ÜSKÜDAR,Özel Küplüce Týp Merkezi,Týp Merkezi Özel,Kýzýlaðaç Sk. No:4/2 BEYLERBEYÝ/ÜSKÜDAR,0216 422 21 21,www.kuplucetip.com,Var,,Yok,BEYLERBEYÝ,41.03968955500005,29.052319596000075
2015,TUZLA,Özel Þifa Polikliniði,Poliklinik Özel,Egemenlik Cad. No:38 ÞÝFA/TUZLA,0216 423 44 32,,Var,5,,ÞÝFA,40.828747004000036,29.354929147000064
1663,ÞÝÞLÝ,Özel Erlamer Polikliniði,Poliklinik Özel,Vali Konaðý Cad. No:28 HARBÝYE/ÞÝÞLÝ,0212 234 81 08,www.erlamer.com,Yok,0,,HARBÝYE,41.05126179900003,28.991136263000044
1449,KARTAL,Esentepe Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Hakan Sk. No:6 ESENTEPE/KARTAL,0216 473 59 12 - 13,,Yok,0,,ESENTEPE,40.90370262300007,29.185842833000038
1327,FATÝH,Özel Yaþam Týbbi Tahlil Laboratuvarý,Laboratuvar Özel,Nakþi Sk. No:9 HASEKÝ SULTAN/FATÝH,444 07 63,www.yasamtibbitahlil.com,,,,HASEKÝ SULTAN,41.00858137400007,28.94380293000006
1327,FATÝH,Kýzýlelma Veteriner Kliniði,Veteriner,Emrullah Efendi Sk. No:84 SEYYÝD ÖMER/FATÝH,0212 585 65 82,,,0,Yok,SEYYÝD ÖMER,41.00892262600007,28.93677425900006
1823,KÜÇÜKÇEKMECE,Özel Arena Dent Diþ Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,2. Hürriyet Cad. No:1 ATATÜRK/KÜÇÜKÇEKMECE,0212 470 86 44 - 0531 686 84 00,,,,,ATATÜRK,41.055462453000075,28.79270961700007
2050,BAÞAKÞEHÝR,Güvercintepe Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Orhangazi Cad. No:6 GÜVERCÝNTEPE/BAÞAKÞEHÝR,0212 687 67 10,,Yok,0,,GÜVERCÝNTEPE,41.074729035000075,28.749420241000053
2050,BAÞAKÞEHÝR,Baþakþehir 5 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þair Sk. No:8 BAÞAKÞEHÝR/BAÞAKÞEHÝR,0212 488 32 44,,Yok,0,,BAÞAKÞEHÝR,41.109840632000044,28.788590128000067
1327,FATÝH,Mevlanakapý Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Aynalý Bakkal Sk. No:2 MEVLANAKAPI/FATÝH,0212 589 98 08,,Yok,0,,MEVLANAKAPI,41.010558106000076,28.92553821300004
1327,FATÝH,Özel Pasteur Týbbi Tahlil Laboratuvarý,Laboratuvar Özel,Turgut Özal Millet Cad. No:129 ÞEHREMÝNÝ/FATÝH,0212 632 40 36,,,,,ÞEHREMÝNÝ,41.01498911500005,28.933203026000058
1186,BEYOÐLU,Kasýmpaþa Küçük Piyale Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þeyh Veli Sk. No:28 KADIMEHMET EFENDÝ/BEYOÐLU,0212 297 44 44,,Yok,0,,KADIMEHMET EFENDÝ,41.03430301100008,28.965379736000045
1421,KADIKÖY,Vetland Veteriner Kliniði,Veteriner,Deðirmen Sk. No:13C KOZYATAÐI/KADIKÖY,0216 410 36 80,www.vet.com.tr,,0,Yok,KOZYATAÐI,40.97467153700006,29.098629207000045
1663,ÞÝÞLÝ,Þiþli 9 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Poyracýk Sk. No:31 TEÞVÝKÝYE/ÞÝÞLÝ,0212 230 10 84,,Yok,0,,TEÞVÝKÝYE,41.05221934200006,28.99563259200005
1183,BEÞÝKTAÞ,Beþiktaþ 8 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Þehitlikdergahý Sk. No:30 BEBEK/BEÞÝKTAÞ,0212 359 72 53,,Yok,0,,BEBEK,41.08328490800005,29.053294205000043
2053,ESENYURT,Özel Esencan Hastanesi,Özel Hastane,Ondokuz Mayýs Bulvarý No:18 BAÐLARÇEÞME/ESENYURT,"0212 444 02 12
",www.esencanhastanesi.com.tr,Var,75,Var,BAÐLARÇEÞME,41.03337939900007,28.67657012400008
2005,BAHÇELÝEVLER,Yenibosna Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Vadi Sk. No:2/4 ZAFER/BAHÇELÝEVLER,0212 639 95 34,,Yok,0,,ZAFER,41.00266411100006,28.835182703000044
1421,KADIKÖY,Friends Moda Veteriner Polikliniði,Veteriner,Moda Cad. No:139 CAFERAÐA/KADIKÖY,0216 346 61 74,www.friendsved.com,,0,Yok,CAFERAÐA,40.98227094500004,29.023449584000048
1663,ÞÝÞLÝ,Özel Derman Týbbi Tahlil Laboratuvarý,Laboratuvar Özel,Kurtuluþ Cad. No:16 DUATEPE/ÞÝÞLÝ,0212 230 72 63,,,,,DUATEPE,41.052057845000036,28.983847453000067
1421,KADIKÖY,Özel Yeþil Köþk Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Fahrettin Kerim Gökay Cad. No:276 ERENKÖY/KADIKÖY,0216 411 09 99,www.yesilkosk.com.tr,,,,ERENKÖY,40.98003365500006,29.075169894000055
1186,BEYOÐLU,Okmeydaný Eðitim Araþtýrma Hastanesine Baðlý Kasýmpaþa Ek Hizmet Binasý,Eðitim Araþtýrma Hastanesi,Bahriye Hastanesi Yokuþu No:7 KADIMEHMET EFENDÝ/BEYOÐLU,0212 238 79 00,www.gata.edu.tr,Var,300,Var,KADIMEHMET EFENDÝ,41.032855985000026,28.964017295000076
2053,ESENYURT,Özel Örnek Saðlýk Kabini,Saðlýk Kabini Özel,1374. Sk. No:203 ÖRNEK/ESENYURT,0535 864 90 08,,,,,ÖRNEK,41.04539017600007,28.67464135700004
1663,ÞÝÞLÝ,Özel Kadýoðlu Epiderm Niþantaþý Polikliniði,Poliklinik Özel,Vali Konaðý Cad. No:94 TEÞVÝKÝYE/ÞÝÞLÝ,0212 219 88 81,,Yok,0,,TEÞVÝKÝYE,41.05486422900003,28.99542710600008
2055,SULTANGAZÝ,Þaban Özbek Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,D Cad. 50. YIL/SULTANGAZÝ,0212 476 55 94,,Yok,0,,50. YIL,41.09384355000003,28.87317007300004
2053,ESENYURT,Özel Doða Hospital,Özel Hastane,229. Sk. No:4 AKÞEMSEDDÝN/ESENYURT,0212 690 30 41,www.dogahospital.com,Var,51,Var,AKÞEMSEDDÝN,41.01285299400007,28.696524147000048
1183,BEÞÝKTAÞ,Diþ Hekimi Ertuðrul Yeþilçimen,Muayenehane,Emirhan Cad. No:82 DÝKÝLÝTAÞ/BEÞÝKTAÞ,0212 258 13 53,,,,,DÝKÝLÝTAÞ,41.05639507500007,29.00624934800004
1663,ÞÝÞLÝ,Özel Maya Estetik,Özel Hastane,Avni Dilligil Sk. No:16 GÜLBAHAR/ÞÝÞLÝ,0212 217 37 37,www.mayaestetik.com,Yok,,Yok,GÜLBAHAR,41.06914646600006,29.002187117000062
1708,ÜSKÜDAR,Mevlana Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Saðlýk Sk. No:1 KÝRAZLITEPE/ÜSKÜDAR,0216 422 48 11,,Yok,0,,KÝRAZLITEPE,41.03733264600004,29.062923010000077
2053,ESENYURT,Elit Optik,Optik,Balýk Yolu Cad. No:170 YENÝKENT/ESENYURT,0212 620 43 91,,,,,YENÝKENT,41.03440796800004,28.680397533000075
1421,KADIKÖY,Gözgrup Optik,Optik,Fatih Sk. No:1A ACIBADEM/KADIKÖY,0216 339 83 07,,,,,ACIBADEM,41.00009479600004,29.032285381000065
2012,MALTEPE,Kadýköy Yaþam Bakýmevi,Bakým Evi,Seher Sk. No:15 ZÜMRÜTEVLER/MALTEPE,0216 370 18 05,www.yasamhuzurevi.com,,190,Var,ZÜMRÜTEVLER,40.93850291900003,29.148188256000026
2048,ARNAVUTKÖY,Gazi Optik,Optik,Eski Edirne Asfaltý Cad. No:1342 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 74 65,,,,,ARNAVUTKÖY MERKEZ,41.181862789000036,28.744028197000034
2055,SULTANGAZÝ,Özel Þafak Týp Merkezi,Týp Merkezi Özel,Orhan Gazi Cad. No:65-67A 50. YIL/SULTANGAZÝ,0212 668 78 78,www.safaktipmerkezi.com,Var,8,Var,50. YIL,41.09241349600006,28.86997113500007
2048,ARNAVUTKÖY,Armada Optik,Optik,Eski Edirne Asfaltý Cad. No:1340 ARNAVUTKÖY MERKEZ/ARNAVUTKÖY,0212 597 00 67,,,,,ARNAVUTKÖY MERKEZ,41.181736725000064,28.744071554000072
2048,ARNAVUTKÖY,Özel Lilyum Týp Merkezi,Týp Merkezi Özel,Conk Bayýrý Sk. No:10 HASTANE/ARNAVUTKÖY,0212 771 27 59,www.lilyumtipmerkezi.com.tr,Var,,Yok,HASTANE,41.157676353000056,28.613601095000035
2054,SANCAKTEPE,Hekimbaþý Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Erenler Sk. No:27 SARIGAZÝ/SANCAKTEPE,0216 622 64 78,,Yok,0,,SARIGAZÝ,41.00684219200008,29.207727473000034
2054,SANCAKTEPE,Özel Sarýgazi Yaþam Týp Merkezi,Týp Merkezi Özel,Ankara Cad. No:71 ÝNÖNÜ/SANCAKTEPE,0216 621 83 04,www.sarigaziyasamtip.com,Yok,,Yok,ÝNÖNÜ,41.00899117100005,29.21363219600005
2012,MALTEPE,Maltepe 3 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Tipili Çýkmazý No:6 ALTINTEPE/MALTEPE,0216 549 23 85,,Yok,0,,ALTINTEPE,40.95053145700007,29.104351938000036
2054,SANCAKTEPE,Türk Kýzýlayý Sancaktepe Þubesi,Kýzýlay,Atatürk Cad. No:121 MECLÝS/SANCAKTEPE,0216 620 81 81,www.kizilay.org.tr,,,Yok,MECLÝS,41.00890861900007,29.21193353600006
2055,SULTANGAZÝ,Farabi Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,91. Sk. No:15 ÝSMETPAÞA/SULTANGAZÝ,0212 476 10 66,,Yok,0,,ÝSMETPAÞA,41.105678211000054,28.853469365000024
1327,FATÝH,Özel Akademi Gastroenteroloji Merkezi,Görüntüleme Merkezi Özel,Adnan Menderes Vatan Bulvarý No:113 AKÞEMSETTÝN/FATÝH,0212 521 02 02,www.akademigastroenteroloji.com,,,,AKÞEMSETTÝN,41.01625575500003,28.942322714000056
1421,KADIKÖY,All Animal Veteriner Kliniði,Veteriner,Mustafa Mazharbey Sk. No:63 FENERYOLU/KADIKÖY,0216 567 47 17,www.allanimalvet.net,,0,Yok,FENERYOLU,40.981068837000066,29.055826350000075
1708,ÜSKÜDAR,Üsküdar 4 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Ýzmir Sk. No:14 YAVUZTÜRK/ÜSKÜDAR,0216 316 09 44,,Yok,0,,YAVUZTÜRK,41.03604470100004,29.081999074000066
1708,ÜSKÜDAR,Ýstanbul Sultan Abdülhamid Eðitim ve Araþtýrma Hastanesi,Eðitim Araþtýrma Hastanesi,Burhan Felek Cad. No:20 SELÝMÝYE/ÜSKÜDAR,0216 444 18 98 - 0216 542 20 20,www.gata.edu.tr,Var,,Var,SELÝMÝYE,41.00171510100006,29.020833641000024
1421,KADIKÖY,Royal Canin Veteriner,Veteriner,Baðdat Cad. No:139 FENERYOLU/KADIKÖY,,,,0,Yok,FENERYOLU,40.97722242400005,29.048458409000034
1810,KAÐITHANE,Gürsel Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Eski Beþiktaþ Cad. No:30 GÜRSEL/KAÐITHANE,0212 295 28 82,,Yok,0,,GÜRSEL,41.07320726000006,28.971405933000028
1421,KADIKÖY,Zafer Optik,Optik,Reþitefendi Sk. No:3 OSMANAÐA/KADIKÖY,0216 338 42 10,,,,,OSMANAÐA,40.992842014000075,29.025262414000053
1823,KÜÇÜKÇEKMECE,Küçükçekmece Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Beþir Kemal Cad. No:1 TEVFÝKBEY/KÜÇÜKÇEKMECE,0212 592 59 40 - 91,www.istanbulhalksagligi.gov.tr,,,Yok,TEVFÝKBEY,41.00871172900003,28.799840740000036
1421,KADIKÖY,Özel Ýstanbul Laboratuvarý,Laboratuvar Özel,Sarayardý Cad. No:29 ACIBADEM/KADIKÖY,0216 602 12 12 - 0216 567 53 00,www.labistanbul.net,,,,ACIBADEM,40.99620984500007,29.036983466000038
2048,ARNAVUTKÖY,Tayakadýn Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Köyiçi Cad. No:4A TAYAKADIN/ARNAVUTKÖY,0212 682 65 15,,Yok,0,,,41.27044178400007,28.690826294000033
1663,ÞÝÞLÝ,Özel Echomar Görüntüleme ve Taný Merkezi,Görüntüleme Merkezi Özel,19 Mayýs Cad. No:5 19 MAYIS/ÞÝÞLÝ,0212 219 37 67 - 0533 370 03 97,www.echomar.com,,,,19 MAYIS,41.061078433000034,28.989727301000073
1622,SÝLÝVRÝ,Özel Veni Vidi Göz Ýstanbul Týp Merkezi,Göz Merkezi Özel,Vehbi Duru Sk. PÝRÝ MEHMET PAÞA/SÝLÝVRÝ,0212 727 65 65,,,,,PÝRÝ MEHMET PAÞA,41.07543934200004,28.24855725100008
1421,KADIKÖY,Özel Klinika Polikliniði,Poliklinik Özel,Mahmut Yesari Cad. No:74 KOÞUYOLU/KADIKÖY,0216 369 13 37,www.klinikapoliklinigi.com,Yok,0,,KOÞUYOLU,41.00799500800008,29.035001073000046
1183,BEÞÝKTAÞ,Beþiktaþ 5 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Org. Ýzzettin Aksalur Cad. No:58/2 KONAKLAR/BEÞÝKTAÞ,0212 264 42 96,,Yok,0,,KONAKLAR,41.094079736000026,29.014938354000037
1183,BEÞÝKTAÞ,Beþiktaþ 7 Nolu Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Yanarsu Sk. No:5A ETÝLER/BEÞÝKTAÞ,0212 263 18 82,,Yok,0,,ETÝLER,41.083254071000056,29.036215386000038
1663,ÞÝÞLÝ,Þiþli Veteriner Kliniði,Veteriner,Koca Mansur Sk. No:27 MERKEZ/ÞÝÞLÝ,0212 241 26 24,www.sisliveteriner.net,,0,Yok,MERKEZ,41.060399999000026,28.986260000000073
1604,SARIYER,Ömürtepe Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Araba Yolu Cad. No:219 KÝREÇBURNU/SARIYER,0212 299 61 12,,Yok,0,,KÝREÇBURNU,41.14207959700008,29.048267277000036
1336,GAZÝOSMANPAÞA,Diva Optik,Optik,Ordu Cad. No:5 SARIGÖL/GAZÝOSMANPAÞA,0212 578 36 63,,,,,SARIGÖL,41.058306267000034,28.914375886000073
1183,BEÞÝKTAÞ,Özel Etiler Sistem Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Yeþim Sk. No:9 AKAT/BEÞÝKTAÞ,0212 351 05 15,www.sistemdis.com,,,,AKAT,41.079106539000065,29.02570417900006
2053,ESENYURT,Özel Akça Dent Aðýz ve Diþ Saðlýðý Polikliniði,Özel Aðýz Diþ Saðlýðý Merkezleri,Hacý Bayram Veli Cad. No:29 MEHTERÇEÞME/ESENYURT,0212 854 18 20,,,,,MEHTERÇEÞME,41.02042756600008,28.664647418000072
1622,SÝLÝVRÝ,Alipaþa Aile Saðlýðý Merkezi,Aile Saðlýðý Merkezi,Demetevler Sk. No:1 ALÝPAÞA/SÝLÝVRÝ,0212 716 51 72,,Yok,0,,ALÝPAÞA,41.11489029300003,28.21841164800003
1622,SÝLÝVRÝ,Veteriner Kliniði Gökhan Pakel,Veteriner,Kadýköy Baðlarý Cad. No:96 KADIKÖY/SÝLÝVRÝ,0542 717 85 88,,,0,Yok,KADIKÖY,41.13608927900003,28.36472114700007
1327,FATÝH,Fatih Toplum Saðlýðý Merkezi,Toplum Saðlýðý Merkezi,Teceddüt Sk. No:31 AKSARAY/FATÝH,0212 534 77 50 - 0212 635 45 77,www.istanbulhalksagligi.gov.tr,,,Yok,AKSARAY,41.00896524900003,28.95170435500006
