_id,NAME,LONGITUDE,LATITUDE,NEIGHBORHOOD_NAME,COUNTY_NAME
944,Aygaz Parkı,29.0128831955133997,41.2046424270540967,ZEKERİYAKÖY,SARIYER
945,Çeşme Parkı,29.111712608703499,40.9694775871301005,İÇERENKÖY,ATAŞEHİR
946,Sevgi Çiçeği Parkı,29.1473977656530998,40.9752886333204032,İNÖNÜ,ATAŞEHİR
947,Yağmur Parkı,29.166026809108299,40.913898397853302,CEVİZLİ,KARTAL
948,Gülbahar Parkı,29.1213710680046987,40.9797553108466985,KÜÇÜKBAKKALKÖY,ATAŞEHİR
949,Hürriyet Çocuk Parkı,29.0918998721329984,40.9765099276908984,19 MAYIS,KADIKÖY
950,Kriton Curi Parkı,29.0937852555473988,40.9765241537709031,19 MAYIS,KADIKÖY
951,Çocuk Parkı,29.1001653019461983,40.967462833982097,KOZYATAĞI,KADIKÖY
952,Fatih Parkı,28.9788039611072996,41.0939872881330004,HAMİDİYE,KAĞITHANE
953,Şehit Cemal Tüfekçioğlu Park,29.0343828814444009,41.0013542850684019,ACIBADEM,KADIKÖY
954,Uğurkent Parkı,29.3161585462089995,40.8323859162925018,İSTASYON,TUZLA
955,Babil Parkı,29.0279726544565015,41.0823098685955017,AKAT,BEŞİKTAŞ
956,Cumhuriyet Parkı,28.8194408611932005,41.0081659131696981,YENİBOSNA MERKEZ,BAHÇELİEVLER
957,Kadir Has Parkı,28.8290387332681988,41.0170039347765965,YENİBOSNA MERKEZ,BAHÇELİEVLER
958,Göl Boyu Parkı,29.2893632682962988,40.8223141788907,POSTANE,TUZLA
959,Yürüyüş Parkı,29.1160251476952006,40.970236223631403,İÇERENKÖY,ATAŞEHİR
960,Aşık Veysel Parkı,29.085727636812301,40.9986666156589976,ESATPAŞA,ATAŞEHİR
961,1054 Ada Parkı (Meyveli Park),28.6203091360877018,40.9855777342118017,DEREAĞZI,BEYLİKDÜZÜ
962,Fethiye Sok. Parkı,29.1510702312767016,40.9099544414294982,YALI,MALTEPE
963,Erguvan Barış Parkı,29.1197949683158015,40.9872107552166014,KÜÇÜKBAKKALKÖY,ATAŞEHİR
964,Çocuk Parkı,28.0875011901919009,41.0765852682040986,ÇANTA SANCAKTEPE,SİLİVRİ
965,Balmumcu Parkı,29.0150522583818002,41.0595251016685978,BALMUMCU,BEŞİKTAŞ
966,Şehit Anneleri Vakif Parkı,29.1027507636275011,40.9491388996623016,KÜÇÜKYALI MERKEZ,MALTEPE
967,Cihannuma Parkı,29.0075281591929013,41.0496043045003987,CİHANNÜMA,BEŞİKTAŞ
968,Sağlık Ocağı Parkı,29.1285708170842987,40.9494415915537999,AYDINEVLER,MALTEPE
969,Atakan Sok. Parkı,28.9934981784771004,41.0702355004734017,MECİDİYEKÖY,ŞİŞLİ
970,Hasan Tahsin Parkı,28.7147004756521014,41.1839790709556013,KARLIBAYIR,ARNAVUTKÖY
971,Osman Gazi Parkı,29.3016598770546004,40.8195458997071015,POSTANE,TUZLA
972,Park,29.7752977503552998,41.1420993630775982,BOZGOCA,ŞİLE
973,Topel Sok. Parkı,28.9737883836275998,41.0554389170836984,PAŞA,ŞİŞLİ
974,Çocuk Parkı,28.2496430477977007,41.0742892883870994,ALİBEY,SİLİVRİ
975,Bezirganbahçe Parkı,28.7762320680976984,41.0289909496861966,İSTASYON,KÜÇÜKÇEKMECE
976,Çocuk Parkı,29.4595865273268984,40.9737853635186013,GÖÇBEYLİ,PENDİK
977,Park,29.1090956888874999,41.2320212516741975,RUMELİFENERİ,SARIYER
978,Muhtar Ibrahim Sağ Parkı,29.0324692034924006,41.0752400339972965,KÜLTÜR,BEŞİKTAŞ
979,Toros Parkı,29.1524387120293014,40.9213559222134009,CEVİZLİ,MALTEPE
980,Levent Huzurevi Parkı,29.0169970817659006,41.0812596455892987,LEVENT,BEŞİKTAŞ
981,Park,29.1928575253251985,40.9037925755220968,ESENTEPE,KARTAL
982,Oto Center Meslek Lisesi Yanı Parkı,28.8514066492402996,41.0579733137490024,100. YIL,BAĞCILAR
983,İBB Fetih Parkı,28.9254307077349004,41.084302415575003,AKŞEMSETTİN,EYÜPSULTAN
984,Kekava Sok. Parkı,28.5347471895273017,40.9933169157294017,SİNANOBA,BÜYÜKÇEKMECE
985,Ulus Depo Parkı,29.0261423492791018,41.0723335796973998,NİSBETİYE,BEŞİKTAŞ
986,75. Yıl Parkı,28.8010402884189993,41.0092841390663025,TEVFİKBEY,KÜÇÜKÇEKMECE
987,Barış Parkı,28.7921729835978013,41.0257832561889018,İNÖNÜ,KÜÇÜKÇEKMECE
988,Ataşehir Parkı,29.1370067995804014,40.9907701653538012,ATATÜRK,ATAŞEHİR
989,Çocuk Parkı,28.6841402188921002,41.0457848470414035,SÜLEYMANİYE,ESENYURT
990,Ilgın Park,29.1332539444713987,40.9844400645123983,ATATÜRK,ATAŞEHİR
991,Çocuk Parkı,28.8040057173403987,41.0213989907058973,İNÖNÜ,KÜÇÜKÇEKMECE
992,A. Yavuz Koca Omer Parkı,29.0331526433221008,41.0738405191317995,KÜLTÜR,BEŞİKTAŞ
993,Adem Yavuz Parkı,29.0808200096276011,41.0117743166499977,CUMHURİYET,ÜSKÜDAR
994,Çocuk Parkı,28.597876964187499,41.0041445566860006,PINARTEPE,BÜYÜKÇEKMECE
995,Şehit Polis Metehan Şahbaz Parkı,28.8666418710842017,41.1004817637639022,UĞUR MUMCU,SULTANGAZİ
996,Şehitler Parkı,28.9719159995589983,41.071012899415102,GÜRSEL,KAĞITHANE
997,Huzur Mah. Camii Yanı Parkı,28.9871914355929015,41.0998200172885007,HUZUR,SARIYER
998,Kuğlubağ Sok. Parkı,28.9800863844734984,41.0507937736379986,FERİKÖY,ŞİŞLİ
999,Cumhuriyet Parkı,29.0008494076834005,41.1163256085390003,AYAZAĞA,SARIYER
1000,Akasya Parkı,28.9750445775057983,41.0947971286818969,HAMİDİYE,KAĞITHANE
1001,Otoparküstü Parkı,29.0112015429906016,41.063573430564297,ESENTEPE,ŞİŞLİ
1002,Nasrettin Hoca Parkı,28.8051435344902984,41.0223206207734989,İNÖNÜ,KÜÇÜKÇEKMECE
1003,Şehit Piyade Er Lokman Eker Parkı,28.798370010547,41.0262008588877976,İNÖNÜ,KÜÇÜKÇEKMECE
1004,Mehmet Akif Ersoy Parkı,28.7917913966564001,41.0338755224772029,HALKALI MERKEZ,KÜÇÜKÇEKMECE
1005,Zekeriyaköy Parkı,29.0292390547857018,41.1973647058850005,ZEKERİYAKÖY,SARIYER
1006,Nasrettin Hoca Parkı,28.8484171646749985,41.0511810138010986,KEMALPAŞA,BAĞCILAR
1007,Yayla Çocuk Parkı,29.3123745891580008,40.8302155531373998,YAYLA,TUZLA
1008,Zeytinlik Parkı,29.3048685307444998,40.8280539297812979,YAYLA,TUZLA
1009,Anıt Parkı,29.3626077909793004,40.8958013126064017,ORHANLI,TUZLA
1010,6. Cad. Parkı,29.4205588343420992,40.9244580536247966,AKFIRAT,TUZLA
1011,Ceren Parkı,29.3530203252787985,40.8965229255532989,MESCİT,TUZLA
1012,Doğan Sok. Parkı,29.2993863491768991,40.8190316980709014,POSTANE,TUZLA
1013,Derya Parkı,29.3008348005479995,40.8215955004042996,POSTANE,TUZLA
1014,19 Mayıs Parkı,28.8887569977195007,41.0036978362887012,ABDURRAHMAN NAFİZ GÜRMAN,GÜNGÖREN
1015,Ertuğrul Gazi Parkı,28.8789806009231,41.0864043699966004,CUMHURİYET,SULTANGAZİ
1016,Dr. Sadık Ahmet Parkı,28.8681299827458986,41.0340116340460028,MERKEZ,BAĞCILAR
1017,Çocuk Parkı,28.8983386228293995,41.0730029852851004,YENİ MAHALLE,GAZİOSMANPAŞA
1018,Dutdibi Parkı,29.0782039289515986,41.0102362669898,CUMHURİYET,ÜSKÜDAR
1019,Çocuk Parkı,28.8976179340627013,41.0341211880220982,TERAZİDERE,BAYRAMPAŞA
1020,Yakut Parkı,28.8689018954800005,40.9782691388396003,ZEYTİNLİK,BAKIRKÖY
1021,Park,29.0486403848958012,41.0952998258389002,BALTALİMANI,SARIYER
1022,Namazgah Parkı,29.077952974623301,41.0229189494300002,KISIKLI,ÜSKÜDAR
1023,Park,29.1309240680348012,40.9992439330099003,TATLISU,ÜMRANİYE
1024,Çocuk Parkı,29.0287639540139999,41.0307468579421979,İCADİYE,ÜSKÜDAR
1025,Park,28.0106399729367013,41.098482659614497,DEĞİRMENKÖY FEVZİPAŞA,SİLİVRİ
1026,Park,28.8896037306487017,41.1768441702800985,GÖKTÜRK MERKEZ,EYÜPSULTAN
1027,Çetin Emeç Çocuk Parkı,28.9098563336760996,41.0000337360805034,TELSİZ,ZEYTİNBURNU
1028,Orkide Parkı,28.9141775334472015,41.1524052393150015,MİTHATPAŞA,EYÜPSULTAN
1029,Eris Sitesi Parkı,29.0188590626490992,41.0110545184822968,SELİMİYE,ÜSKÜDAR
1030,Eris Sitesi Parkı,29.0870997435184009,40.9802682531694984,19 MAYIS,KADIKÖY
1031,Vezir Parkı,28.9312392221665,41.0110164622981017,ŞEHREMİNİ,FATİH
1032,Seyitömer Şelaleli Parkı,28.9326941062229999,41.0088706026103011,SEYYİD ÖMER,FATİH
1033,Park,28.6700079403008985,41.1023044708879013,BAHÇEŞEHİR 1. KISIM,BAŞAKŞEHİR
1034,Güvercintepe Spor Parkı,28.7449088142146003,41.0886620361414003,GÜVERCİNTEPE,BAŞAKŞEHİR
1035,Duygu Parkı,29.0016409371535993,41.0945125805313012,YEŞİLCE,KAĞITHANE
1036,Park,28.8011101149748008,41.0114259970864978,TEVFİKBEY,KÜÇÜKÇEKMECE
1037,Çocuk Parkı,28.9713983716970986,41.0681499187959034,GÜRSEL,KAĞITHANE
1038,Bosna Parkı,29.0762841990568006,41.0502903518640991,GÜZELTEPE,ÜSKÜDAR
1039,Beşiktaş Belediyesi Meyve Bahçesi,29.0286476392601003,41.0581503552448979,ORTAKÖY,BEŞİKTAŞ
1040,Park,29.0247675196571997,41.0609450678521029,ULUS,BEŞİKTAŞ
1041,Park,29.0355830406861983,41.0148082361991015,BARBAROS,ÜSKÜDAR
1042,Park,28.9093667601261011,41.0712547948452027,FEVZİ ÇAKMAK,GAZİOSMANPAŞA
1043,Park,29.0101788698530996,41.0564270315487008,BALMUMCU,BEŞİKTAŞ
1044,ODTÜ Parkı,29.0320310215758006,41.0689804674655008,KÜLTÜR,BEŞİKTAŞ
1045,Park,29.0885096052065002,40.9979287909797989,AŞIKVEYSEL,ATAŞEHİR
1046,Park,29.1178444580155009,40.9916069754437018,ATATÜRK,ATAŞEHİR
1047,Park,29.1492228252474987,40.9909905242918029,YENİŞEHİR,ATAŞEHİR
1048,Park,29.1514405131757997,40.9346770564573035,ZÜMRÜTEVLER,MALTEPE
1049,Maltepe Lunapark,29.1356112116083992,40.9209299910047974,BAĞLARBAŞI,MALTEPE
1050,Akdeniz Parkı,29.1049923846870016,41.0107698170505017,ATAKENT,ÜMRANİYE
1051,Park,29.0793474042291002,40.9919672490918998,ÖRNEK,ATAŞEHİR
1052,Park,29.1081112381490001,41.0227998018199997,ATAKENT,ÜMRANİYE
1053,Park,28.2450948355805984,41.0743868293548005,PİRİ MEHMET PAŞA,SİLİVRİ
1054,Mehmet Emin Parkı,29.0326433809985005,41.1446785753878004,CUMHURİYET,SARIYER
1055,Atsushi Miyazaki Parkı,29.0454193666648983,41.1345476602040989,FERAHEVLER,SARIYER
1056,Park,29.2767209605986984,40.8927202320104968,GÜLLÜ BAĞLAR,PENDİK
1057,Park,29.0851018354569995,40.972741708424202,19 MAYIS,KADIKÖY
1058,Park,29.1939050523949,41.0157951684647983,ÇAMLIK,ÇEKMEKÖY
1059,Park,28.8618165604052983,41.0998330222339021,SULTANÇİFTLİĞİ,SULTANGAZİ
1060,Park,28.7558111533491996,41.1099117455344967,KAYABAŞI,BAŞAKŞEHİR
1061,Park,28.7874024102052992,41.1137933589280991,BAŞAKŞEHİR,BAŞAKŞEHİR
1062,Park,28.9203496660380992,40.9893133695273022,YEDİKULE,FATİH
1063,Park,28.9502462994889989,41.0312042493014033,BALAT,FATİH
1064,Park,28.9986883754114011,41.0914775060805013,SULTAN SELİM,KAĞITHANE
1065,İnci Parkı,28.9718518883686009,41.0659578122732967,GÜRSEL,KAĞITHANE
1066,Küçükçekmece Belediyesi Çocuk Trafik Eğitim Parkı,28.7877301535114007,41.0484778864290973,ATAKENT,KÜÇÜKÇEKMECE
1067,Park,28.9662786611262,41.046978454574699,PİYALEPAŞA,BEYOĞLU
1068,Dumlupınar Parkı,28.9043566884747989,41.0762564936991978,YENİ MAHALLE,GAZİOSMANPAŞA
1069,Park,29.0155804787354015,41.0233874602189985,AZİZ MAHMUT HÜDAYİ,ÜSKÜDAR
1070,Park,29.0522623325810017,41.0560576208657011,ÇENGELKÖY,ÜSKÜDAR
1071,Park,29.1128769905155984,40.9707620789012026,İÇERENKÖY,ATAŞEHİR
1072,Park,29.1147247076710016,40.9855952798274004,KÜÇÜKBAKKALKÖY,ATAŞEHİR
1073,Park,29.1218747593348013,40.9859643412690033,KÜÇÜKBAKKALKÖY,ATAŞEHİR
1074,Park,29.0822072742741007,40.996904771252602,ÖRNEK,ATAŞEHİR
1075,Park,28.6338499378740998,41.0051857690766965,ADNAN KAHVECİ,BEYLİKDÜZÜ
1076,Park,29.0233183979289002,41.2120347321760008,USKUMRUKÖY,SARIYER
1077,Park,29.2236259028404994,40.9204297675277004,YAKACIK YENİ,KARTAL
1078,Park,29.027257067540301,40.9844836513276007,CAFERAĞA,KADIKÖY
1079,Park,29.2237863952891992,41.0304906438677008,SULTANÇİFTLİĞİ,ÇEKMEKÖY
1080,Park,28.826951201077101,40.9982517635329984,ÇOBANÇEŞME,BAHÇELİEVLER
1081,Sarsılmaz Parkı,28.9669177724344991,41.0140651863445029,MERCAN,FATİH
1082,Hekimoğlu Ali Paşa Parkı,28.9343099538191986,41.006127097432099,CERRAHPAŞA,FATİH
1083,Yedikule Kuş Cenneti Parkı,28.923372493395501,40.9988963531323023,YEDİKULE,FATİH
1084,Mermerkule Kara Parkı,28.9256667233523004,40.9913268631783012,YEDİKULE,FATİH
1085,Silivrikapı Parkı,28.9378701416305013,41.0015836365453978,CERRAHPAŞA,FATİH
1086,Pierre Loti Parkı,28.9724454964256992,41.0073779680487007,BİNBİRDİREK,FATİH
1087,Tekfur Saray Parkı,28.9403431529574,41.0335372683047979,AYVANSARAY,FATİH
1088,Dr. Metin Alatlı,28.942809316700199,41.0100671466203011,HASEKİ SULTAN,FATİH
1089,Güzeldere Parkı,28.9923480338728012,41.086062425960499,ŞİRİNTEPE,KAĞITHANE
1090,Mimar Sinan Parkı,28.9627704931093994,41.0177232791403981,DEMİRTAŞ,FATİH
1091,Park,28.9405005139837002,41.0024298440573034,CERRAHPAŞA,FATİH
1092,Atatürk Parkı,28.9127695772540001,41.0338220221919983,ORTA,BAYRAMPAŞA
1093,Çocuk Parkı ,28.9651079897351984,41.0612406689734968,TALATPAŞA,KAĞITHANE
1094,Dr. Sümer Çavdar Parkı,28.9142018942242984,41.034433900713303,ORTA,BAYRAMPAŞA
1095,Çizmeci Mahalle Parkı,28.9111348642761996,41.038828554482599,YENİDOĞAN,BAYRAMPAŞA
1096,Aşevi Karşısı Mahalle Parkı,28.8986083404207008,41.0417707090949975,ALTINTEPSİ,BAYRAMPAŞA
1097,Yapma Bebek Parkı,29.0259027016866007,41.0285934778897001,SULTANTEPE,ÜSKÜDAR
1098,Panorama 1453 Parkı,28.9210381547973014,41.0178499803494034,MERKEZEFENDİ,ZEYTİNBURNU
1099,Silivrikapı Semt Parkı,28.923710166439399,41.0035905294570995,SİLİVRİKAPI,FATİH
1100,Spor Parkı,28.9067008460682011,41.0634892963619009,MERKEZ,GAZİOSMANPAŞA
1101,Mahmut Celalettin Ökten Meydanı,28.945104994908899,41.0345119524270032,AYVANSARAY,FATİH
1102,Park,29.0532947301859004,41.0574378913740006,KULELİ,ÜSKÜDAR
1103,Çarşamba Çukurbostan Parkı,28.9499480441199992,41.026067362299699,BALAT,FATİH
1104,Özgüven Parkı,28.933073854488601,41.0248426906576995,KARAGÜMRÜK,FATİH
1105,Samancı Odaları Çocuk Parkı,28.9260510703444993,40.9971625993433975,YEDİKULE,FATİH
1106,Molla Şeref Parkı,28.9437684591065008,41.0139012640595979,MOLLA GÜRANİ,FATİH
1107,97. Yıl Çevre Parkı,28.8948885067965016,41.0596181551630011,KARTALTEPE,BAYRAMPAŞA
1108,Park,29.0306147950875015,41.0374015331459034,KUZGUNCUK,ÜSKÜDAR
1109,Dr. Fazıl Küçük Parkı,28.9084927987236,41.0467070416190012,MURATPAŞA,BAYRAMPAŞA
1110,Cezayirli Hasan Paşa Parkı,28.966979181934299,41.0304348207315002,BEDRETTİN,BEYOĞLU
1111,770. Sokak Parkı,28.9074359180575016,41.0713734891940021,FEVZİ ÇAKMAK,GAZİOSMANPAŞA
1112,75. Yıl Parkı,28.9190072027630016,41.0015431704054976,KAZLIÇEŞME,ZEYTİNBURNU
1113,Park,28.9500630922934015,41.0643758612878003,MERKEZ,KAĞITHANE
1114,Tomtom Parkı,28.9777723553598996,41.0285226575213997,TOMTOM,BEYOĞLU
1115,Taksim Gezi Parkı,28.9869655428663009,41.0389573369601024,GÜMÜŞSUYU,BEYOĞLU
1116,Doğu Coşkun Fırat Parkı,28.8646287322128998,40.9774663641847994,ATAKÖY 2-5-6. KISIM,BAKIRKÖY
1117,Park,28.8554016799653006,40.9824424310148032,ATAKÖY 3-4-11. KISIM,BAKIRKÖY
1118,Çocuk Parkı,28.8421388376515999,40.9842730304184002,ATAKÖY 7-8-9-10. KISIM,BAKIRKÖY
1119,Gökyüzü Parkı,29.0327274859789988,41.0098520144204031,BARBAROS,ÜSKÜDAR
1120,Park,28.9939371365122014,41.037679248648999,ÖMER AVNİ,BEYOĞLU
1121,Kıbrıs Barış Ormanı Parkı,28.9543763186169016,41.0544428121201008,ÖRNEKTEPE,BEYOĞLU
1122,Park,28.6758115122023014,41.0197179070846971,AKEVLER,ESENYURT
1123,Mustafa Yaşar Parkı,28.8814163769824006,41.0313887146723033,GENÇOSMAN,GÜNGÖREN
1124,130 Sok. Parkı,28.8551404286340016,41.1081395935025995,İSMETPAŞA,SULTANGAZİ
1125,Altıntaş Parkı,29.0738387041880983,41.0337082711421033,FERAH,ÜSKÜDAR
1126,Atsushi Miyazati Trafik Eğitim ve Savunma Parkı,28.8227803214449985,41.0031270144678999,ÇOBANÇEŞME,BAHÇELİEVLER
1127,Park,29.1209050513529988,40.9858785596749016,KÜÇÜKBAKKALKÖY,ATAŞEHİR
1128,Kadın Heykeli Parkı,29.609422032370901,41.174464962217499,ÇAVUŞ,ŞİLE
1129,B. Hayrettin Parkı,29.2573939538359014,40.9074340018504969,VELİBABA,PENDİK
1130,Parlar Sok. Parkı,29.2270727022966987,40.8813323829756001,YENİ,PENDİK
1131,Beykoz Burunbahçe Parkı,29.0885246535429012,41.1149997633127029,PAŞABAHÇE,BEYKOZ
1132,Güvercin-2 Parkı,29.0205872071276012,41.0778891237810981,LEVENT,BEŞİKTAŞ
1133,Manolya Parkı,29.0801644726774988,41.0083037362286973,CUMHURİYET,ÜSKÜDAR
1134,Kuzguncuk Parkı,29.0323216487141984,41.0323827768867986,KUZGUNCUK,ÜSKÜDAR
1135,Dostluk Parkı,29.0807258383372016,41.016384019887802,BULGURLU,ÜSKÜDAR
1136,Elvan Parkı,29.0704924788049013,41.0457061622214994,MEHMET AKİF ERSOY,ÜSKÜDAR
1137,Cumhuriyet Parkı,29.0324101664841017,41.0171940119325029,BARBAROS,ÜSKÜDAR
1138,Şenol Güneş Parkı,29.0597968497263999,41.0380155618714966,KİRAZLITEPE,ÜSKÜDAR
1139,Park,28.9156788143127983,41.0070297253812015,SEYİTNİZAM,ZEYTİNBURNU
1140,Burhaniye Parkı,29.0541974087328008,41.0348371823175029,KÜPLÜCE,ÜSKÜDAR
1141,Valievleri Parkı,29.0540622477805996,41.0054228589435965,ACIBADEM,ÜSKÜDAR
1142,Malazgirt Parkı,29.2404651126483017,41.0318319940935012,EKŞİOĞLU,ÇEKMEKÖY
1143,Erguvan Parkı,29.2359979708129991,41.0420153591577019,ALEMDAĞ,ÇEKMEKÖY
1144,Park,29.099278706189601,41.0425366490337993,ELMALIKENT,ÜMRANİYE
1145,Şehit Şahinbey Parkı,29.1932237675117001,41.022842537563001,HAMİDİYE,ÇEKMEKÖY
1146,Mehmet Çavuş Yıldız Parkı,28.8324443772604013,41.1325962007696972,ESKİ HABİPLER,SULTANGAZİ
1147,Mevlana Parkı,28.8737228901884002,41.0886551348838012,50. YIL,SULTANGAZİ
1148,50. Yıl Parkı,28.8689001161561016,41.091498848985097,50. YIL,SULTANGAZİ
1149,Şehit Ahmet Tepeli Parkı,28.8657404214601989,41.1040577543259005,UĞUR MUMCU,SULTANGAZİ
1150,Ulubatlı Hasan Parkı,28.869368416073101,41.1052090235316001,UĞUR MUMCU,SULTANGAZİ
1151,Hasan Hüseyin Arslan Parkı,29.0065642665053005,41.0527270820266992,DİKİLİTAŞ,BEŞİKTAŞ
1152,Park,28.6707990794998011,41.0017332591837018,YAKUPLU,BEYLİKDÜZÜ
1153,İBB Abdülvedüt Parkı,28.9381819847340012,41.0412819211734998,DEFTERDAR,EYÜPSULTAN
1154,Gazi Yunus Parkı,29.0890477414394013,41.1487033794908967,ORTAÇEŞME,BEYKOZ
1155,75. Yıl Parkı,28.6815906882454001,41.0422234111831017,YENİKENT,ESENYURT
1156,Park,28.2538205042024018,41.0694531650232975,FATİH,SİLİVRİ
1157,Park,29.0429933678657015,41.1193146944919974,POLİGON,SARIYER
1158,Park,29.0456087250008004,41.0879555747641021,RUMELİ HİSARI,SARIYER
1159,Kadıköy Parkı,29.0173538260544994,40.9909694443211023,CAFERAĞA,KADIKÖY
1160,Balkanlar Kültür Parkı,29.2078695731367013,40.9134418574804997,ORTA,KARTAL
1161,Park,29.1565874191284991,40.901093065137097,ORHANTEPE,KARTAL
1162,Park,29.2141921365478012,40.9289562571169014,UĞUR MUMCU,KARTAL
1163,Park,28.5366303249283995,41.0075918136761004,MİMAROBA,BÜYÜKÇEKMECE
1164,Park,29.2528331755368001,40.8695613837517016,KAYNARCA,PENDİK
1165,Park,28.9409922400282014,41.0158146059336985,MOLLA GÜRANİ,FATİH
1166,Park,28.9482070239753995,41.0330639264880972,AYVANSARAY,FATİH
1167,Park,28.9436369259186996,41.0322145592681977,AYVANSARAY,FATİH
1168,Heykel Bitkiler Parkı,28.9404242570659989,41.0149164260535031,MOLLA GÜRANİ,FATİH
1169,Kabakulak Parkı,28.9391122678207999,41.0233912940985022,HIRKA-İ ŞERİF,FATİH
1170,Gazi Dede Çocuk Parkı,28.9283288531830003,41.0012562001943976,SÜMBÜL EFENDİ,FATİH
1171,Yeşil Direk Parkı,28.9720689763864989,41.013083797352003,SURURİ,FATİH
1172,Hanedan Çocuk Parkı,28.9532445579013995,41.0226346677028033,YAVUZ SULTAN SELİM,FATİH
1173,Seyyid Ömer Kaykay ve Bisiklet Pisti,28.9346179410695008,41.0092503651753972,SEYYİD ÖMER,FATİH
1174,Cerrahpaşa Parkı,28.9401852239411994,41.0067294890405023,CERRAHPAŞA,FATİH
1175,Topkapı Kale İçi Parkı,28.9286262446433007,41.0206104034120997,TOPKAPI,FATİH
1176,İbrahim Ağa Mahalle Parkı,28.9198671529752005,41.029850265516302,ORTA,BAYRAMPAŞA
1177,Bahriye Üçok Parkı,28.9118044562337992,40.997643550476397,TELSİZ,ZEYTİNBURNU
1178,Yahya Kemal Parkı,28.9068621909631993,41.0390923483614003,ALTINTEPSİ,BAYRAMPAŞA
1179,Uğur Mumcu Parkı,28.9088424168879996,40.9865668569330026,KAZLIÇEŞME,ZEYTİNBURNU
1180,Mevlana Parkı,28.9047136608743003,41.0067849782131972,SEYİTNİZAM,ZEYTİNBURNU
1181,Mehmet Tahan Parkı,28.8963090024460989,40.9855334430950009,SÜMER,ZEYTİNBURNU
1182,Cezaevi Yolu Mah. Parkı,28.9037744516875996,41.0414215661588031,İSMET PAŞA,BAYRAMPAŞA
1183,Silivrikapı Parkı,28.924597108042601,41.005990327687698,SİLİVRİKAPI,FATİH
1184,58. Sok. Mah. Parkı,28.8978380932421004,41.0564766220741006,KARTALTEPE,BAYRAMPAŞA
1185,Ahmet Sarıoğlu Parkı,28.9023785263992998,41.0502526859526995,MURATPAŞA,BAYRAMPAŞA
1186,Osman Zeki Bayraktar Parkı,28.9073134473939994,41.0027596756659989,BEŞTELSİZ,ZEYTİNBURNU
1187,Nuriosmaniye Yeşil Alanları,28.9726787695894998,41.0102216995388034,MOLLA FENARİ,FATİH
1188,Çocuk Parkı,28.9542778870060005,41.0630706956192029,MEHMET AKİF ERSOY,KAĞITHANE
1189,Cehar Dudayev Parkı,28.9455648631832005,41.0495800671089981,SÜTLÜCE,BEYOĞLU
1190,Sivas Parkı,28.9550822599799993,41.0527416915052967,FETİHTEPE,BEYOĞLU
1191,Çıksalın Parkı,28.9517362348532998,41.0487461838966965,HALICIOĞLU,BEYOĞLU
1192,Park,28.8557155092213016,40.9806347744048978,ATAKÖY 2-5-6. KISIM,BAKIRKÖY
1193,Halıcıoğlu Parkı,28.9448183648989996,41.0446909878762014,PİRİPAŞA,BEYOĞLU
1194,Seferikoz Parkı,28.9600988510378983,41.0355285063550994,KULAKSIZ,BEYOĞLU
1195,Park,28.7543951952624006,41.0974956659272976,GÜVERCİNTEPE,BAŞAKŞEHİR
1196,2. Cad. Parkı,28.8763696167847002,41.0478370219624011,KAZIM KARABEKİR,ESENLER
1197,Kuva-i Milliye Parkı,28.5841357560042013,41.0207622854819007,FATİH,BÜYÜKÇEKMECE
1198,Aliya İzzet Begoviç Parkı,28.8700462423174997,41.0242531678935975,MERKEZ,GÜNGÖREN
1199,Kayısı Bahçesi,28.8275379227575996,41.0423173446882004,GÜNEŞLİ,BAĞCILAR
1200,Park,29.2184587134171991,41.0216147534962019,KİRAZLIDERE,ÇEKMEKÖY
1201,Dutluk Parkı,29.2242858039344,41.0318794459347984,SULTANÇİFTLİĞİ,ÇEKMEKÖY
1202,Gökkuşağı Parkı,29.2420732029389008,41.0512459288380001,ÇATALMEŞE,ÇEKMEKÖY
1203,Park,29.219986699567901,41.0219661610553032,KİRAZLIDERE,ÇEKMEKÖY
1204,Subaşı Park,28.4550895419325016,41.2224100901149981,SUBAŞI,ÇATALCA
1205,Yalıköy Parkı-2,28.3021446954140998,41.4831859235089979,YALIKÖY,ÇATALCA
1206,Ballı Parkı,29.0160479918143999,41.0768967471178001,LEVENT,BEŞİKTAŞ
1207,Karlıdere Parkı,29.0805188373859984,41.0146314212857988,CUMHURİYET,ÜSKÜDAR
1208,Şifa Parkı,29.0847404691843998,41.0125289251408987,CUMHURİYET,ÜSKÜDAR
1209,Hüdayi Parkı,29.0681822839218,41.0126722047722012,KÜÇÜKÇAMLICA,ÜSKÜDAR
1210,Ali İhsan Gül Parkı,29.0839996454088983,41.0164215926865978,BULGURLU,ÜSKÜDAR
1211,Kerpiçhane Parkı,29.0295654080820995,41.0259830278153999,SELAMİ ALİ,ÜSKÜDAR
1212,İcadiye Parkı,29.0350229637372017,41.0296244435527981,İCADİYE,ÜSKÜDAR
1213,Ünalan Parkı,29.0651609094959014,40.9977854411573972,ÜNALAN,ÜSKÜDAR
1214,Arabacılar Parkı,29.0444511454318004,41.0435599052232973,BEYLERBEYİ,ÜSKÜDAR
1215,Gülistan Parkı,29.0483382972470991,41.0104884640859026,ACIBADEM,ÜSKÜDAR
1216,Şehit Turan Çamur Parkı,29.2347324493808003,41.0327362069677974,EKŞİOĞLU,ÇEKMEKÖY
